Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
41,M&R Taxi,490.7375,split,493.7375,,88.5,88.5,23,NN,23,Tone->Tone,FM,5,,50W,Dispatch,,,,
42,TheJefferson,462.125,split,467.125,TSQL,123,123,23,NN,23,Tone->Tone,FM,5,,50W,The Jefferson,,,,
43,TheLexoxClub,462.8625,split,467.8625,DTCS,88.5,88.5,723,NN,723,Tone->Tone,NFM,5,,50W,The Lenox Club,,,,
44,CryCity Sec,461.975,split,466.975,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Crystal City - Security,,,,
45,CryCity Mnt,461.975,split,466.975,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Crystal City - Maintenance,,,,
46,NatlRuralElecCoo,451.55,split,456.55,TSQL,82.5,82.5,23,NN,23,Tone->Tone,NFM,5,,50W,National Rural Electric Cooperative Association,,,,
47,Smith Property,464.225,split,469.225,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,JBG Smith Property Management (Crystal City),,,,
48,DbltreeCCSec,151.865,,0.6,TSQL,107.2,107.2,23,NN,23,Tone->Tone,NFM,5,,50W,Security,,,,
49,ComInn/BW,467.875,,0.6,TSQL,67,67,23,NN,23,Tone->Tone,NFM,5,,50W,Comfort Inn/Best Western Pentagon,,,,
50,RenArlCV Desk,461.7375,split,466.7375,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Front Desk,,,,
51,RenArlCV Sec,452.05,split,457.05,DTCS,88.5,88.5,263,NN,263,Tone->Tone,NFM,5,,50W,Security,,,,
52,RenArlCV H/K,452.3875,split,457.3875,DTCS,88.5,88.5,466,NN,466,Tone->Tone,NFM,5,,50W,Housekeeping,,,,
53,CrPlWshNaApt,464.5,,0.6,DTCS,88.5,88.5,311,NN,311,Tone->Tone,NFM,5,,50W,Engineering/Housekeeping,,,,
54,REACT 700,462.7,,0.6,TSQL,141.3,141.3,23,NN,23,Tone->Tone,NFM,5,,50W,Federal City REACT,,,,
55,VHC Eng,464.7625,split,469.7625,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Virginia Hospital Center - Engineering,,,,
56,DC DYRS NBYDC,151.22,,0.6,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,"New Beginnings Youth Development Center (Laurel, MD)",,,,
57,HowU Police,461.7,split,466.7,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Police,,,,
58,HowU Alarms,463.275,split,468.275,TSQL,136.5,136.5,23,NN,23,Tone->Tone,NFM,5,,50W,Alarms,,,,
59,CUA PD,464.575,split,469.575,,88.5,88.5,23,NN,23,Tone->Tone,DMR,5,,50W,Police,,,,
60,GWU Smith,464.475,split,469.475,DTCS,88.5,88.5,25,NN,25,Tone->Tone,FM,5,,50W,Smith Center,,,,
61,GWU Lisner,469.55,,0.6,DTCS,88.5,88.5,754,NN,754,Tone->Tone,FM,5,,50W,Lisner Auditorium,,,,
62,GU Transp,461.125,split,466.125,DTCS,88.5,88.5,734,NN,734,Tone->Tone,NFM,5,,50W,Transportation Department,,,,
63,GU ConfHotel,464.15,split,469.15,DTCS,88.5,88.5,606,NN,606,Tone->Tone,NFM,5,,50W,Conference Hotel,,,,
64,GU Law Eng,461.375,split,466.375,DTCS,88.5,88.5,606,NN,606,Tone->Tone,NFM,5,,50W,Law Center - Engineering,,,,
